hourly for 1 year,MW/1 MW installed capacity,MW/1 MW installed capacity,MW,MW,MW,MW,MW,NZD/kW,NZD/MW,time
no specific year,Area: 5313 m2,,Per 1000 houses,current electrical load,Fully-electrified load (case x),per 1000 homes,per 1000 homes,price,price,hr
time,solar,wind,residential_base,industrial_base,Industrial_2050,residential_evs,carpark_evs,grid_price_base_cnts,grid_price_base,hour
272,0.11262879,0.1409909184,0.862375,1.401648058,6.38308401414286,0,0,0.3,300,7
273,0.07222111009,0.2001988733,0.99308333375,1.405563654,6.59717663564286,0,0,0.3,300,8
274,0.03839012438,0.3583494154,0.644083334166667,1.346405468,6.66915118371429,0,0.41142857142857142,0.18,180,9
275,0.04909291034,0.4598068526,0.682374999166666,1.283197164,6.14676721821429,0,0.41142857142857142,0.18,180,10
276,0.07906076429,0.4598068526,0.547625000416666,1.546032172,5.80553273342857,0,0.41142857142857142,0.18,180,11
277,0.2127502744,0.8,0.611291666666667,1.419857136,6.14832273528571,0,0.41142857142857142,0.18,180,12
278,0.3833203991,0.8,0.607291666666666,1.569759682,6.55109983571429,0,0.41142857142857142,0.18,180,13
279,0.3245791841,0.8,0.611125,1.552346928,5.69095903478572,0,0.41142857142857142,0.18,180,14
280,0.306088514,0.8,0.71479166625,1.384620582,5.97450492735714,0,0.41142857142857142,0.18,180,15
281,0.2381412357,0.8,0.650291666666667,1.284928608,6.986799828,0,0,0.3,300,16
282,0.1715839517,0.8,0.8035,1.208417014,5.89035687478572,0,0,0.3,300,17
283,0.05490919053,0.8,1.1175000025,1.259469482,6.51690997428571,0,0,0.3,300,18
284,0.01072830832,0.4598068526,1.01566666666667,1.286652312,6.92689349342857,0,0,0.3,300,19
285,0,0.2001988733,0.99475,1.455960782,7.13227005378572,0,0,0.18,180,20
286,0,0.3583494154,0.9674583325,1.458765544,5.93185006964286,0,0,0.18,180,21
287,0,0.4598068526,1.14200000125,1.34638867,6.51195312885714,0.64000000000000012,0,0.1,100,22
288,0,0.603575805,0.77175,1.363292458,5.94794360721429,0.64000000000000012,0,0.1,100,23
289,0,0.3583494154,0.63875,1.335699618,6.84341142735714,0.64000000000000012,0,0.1,100,0
290,0,0.4598068526,0.542791666666667,1.364829872,6.29275871814286,0.64000000000000012,0,0.1,100,1
291,0,0.3583494154,0.43925,1.413858678,5.1559765165,0.64000000000000012,0,0.1,100,2
292,0,0.1409909184,0.522625,1.356449244,5.19574122085714,0.64000000000000012,0,0.1,100,3
293,0,0.02306791905,0.459291665833333,1.25482216,5.96766339221429,0.64000000000000012,0,0.1,100,4
294,0.02491836995,0,0.43775,1.231157402,4.42264351599929,0.64000000000000012,0,0.1,100,5
295,0.1002199449,0,0.547041666666667,1.276685494,5.17911428628571,0.64000000000000012,0,0.1,100,6
296,0.2769488767,0,0.908291664166667,1.440563076,5.84373575271429,0,0,0.3,300,7
297,0.2279520364,0,0.992916666666667,1.293149664,7.05012444685714,0,0,0.3,300,8
298,0.2512620342,0,0.680041667083334,1.322752134,6.05279411678571,0,0.41142857142857142,0.18,180,9
299,0.1458222746,0,0.597541665416667,1.529742696,6.68047162964286,0,0.41142857142857142,0.18,180,10
300,0.4521801855,0,0.666125000833333,1.405479258,7.11749725635714,0,0.41142857142857142,0.18,180,11
301,0.2628971965,0.1409909184,0.58025,1.414724218,6.90318521978572,0,0.41142857142857142,0.18,180,12
302,0.4223021134,0.2001988733,0.5570833325,1.406734712,7.09578239985714,0,0.41142857142857142,0.18,180,13
303,0.2980187469,0.2001988733,0.631249999166667,1.47675791,6.57130220164286,0,0.41142857142857142,0.18,180,14
304,0.4458480362,0.09335127401,0.6214583325,1.222070658,5.70880314328571,0,0.41142857142857142,0.18,180,15
305,0.323661522,0.1409909184,0.734416665416667,1.157391128,6.25794663585714,0,0,0.3,300,16
306,0.1548320213,0.1409909184,0.77220833375,1.145400918,7.12221045485714,0,0,0.3,300,17
307,0.06731259857,0.1409909184,0.912125,1.308186436,7.03206745657143,0,0,0.3,300,18
308,0.008453575868,0.0560225152,0.882333333333333,1.40173729,7.82118218828571,0,0,0.3,300,19
309,0,0.003996972205,1.085875,1.347941972,6.33731472121429,0,0,0.18,180,20
310,0,0,0.867041665833333,1.347745368,6.17285890592857,0,0,0.18,180,21
311,0,0.003996972205,1.0165833325,1.431184318,6.37149365542857,0.64000000000000012,0,0.1,100,22
312,0,0.02306791905,0.78275,1.379592882,6.55774377542857,0.64000000000000012,0,0.1,100,23
313,0,0.02306791905,0.630333331666666,1.478201662,6.06897808078572,0.64000000000000012,0,0.1,100,0
314,0,0.02306791905,0.645666666666666,1.396366208,5.973080304,0.64000000000000012,0,0.1,100,1
315,0,0.003996972205,0.515416665416667,1.453353966,5.43414743442857,0.64000000000000012,0,0.1,100,2
316,0,0.02306791905,0.469458333333333,1.298424074,5.7028835105,0.64000000000000012,0,0.1,100,3
317,0,0.0560225152,0.448791666666666,1.589962176,5.94428598935714,0.64000000000000012,0,0.1,100,4
318,0.01505670825,0.272232564,0.439916665833334,1.535160916,6.35769689664286,0.64000000000000012,0,0.1,100,5
319,0.06060769482,0.603575805,0.569,1.608246894,5.88179883157143,0.64000000000000012,0,0.1,100,6
320,0.135667688,0.7432086672,0.752416669166666,1.320227764,5.54768839807143,0,0,0.3,300,7
321,0.3274456257,0.4598068526,0.987583333333334,1.538155494,6.26425964585714,0,0,0.3,300,8
322,0.6147590778,0.8,1.1051666625,1.53645154,6.68781459785714,0,0.41142857142857142,0.18,180,9
323,0.7173245662,0.7432086672,0.661541666666666,1.444169264,6.28749059464286,0,0.41142857142857142,0.18,180,10
324,0.7921987399,0.603575805,0.73525,1.57725974,6.44277544335714,0,0.41142857142857142,0.18,180,11
325,0.8166532678,0.8,0.580958333333333,1.449602514,6.82569697007143,0,0.41142857142857142,0.18,180,12
326,0.7896835506,0.8,0.559416666666666,1.52968749,6.74527938714286,0,0.41142857142857142,0.18,180,13
327,0.6484088145,0.8,0.565125,1.405538504,6.16379520057143,0,0.41142857142857142,0.18,180,14
328,0.5162751562,0.8,0.616541666666667,1.370277318,5.81735216385714,0,0.41142857142857142,0.18,180,15
329,0.393470899,0.8,0.633458333333333,1.051495128,6.20094720792857,0,0,0.3,300,16
330,0.2135359728,0.4598068526,0.665041666666666,1.213435792,5.59840367278571,0,0,0.3,300,17
331,0.06622735026,0.3583494154,0.79158333375,1.27744364,6.01885281785714,0,0,0.3,300,18
332,0.02766716475,0.09335127401,0.916125,1.358351736,6.49420408507143,0,0,0.3,300,19
333,0,0.003996972205,0.971,1.316373858,6.29060790071429,0,0,0.18,180,20
334,0,0,1.2515000025,1.32521728,6.35405241221429,0,0,0.18,180,21
335,0,0,1.20916666916667,1.263635788,6.40830084428572,0.64000000000000012,0,0.1,100,22
336,0,0.7432086672,0.86358333125,1.25142013,6.24076068492857,0.64000000000000012,0,0.1,100,23
337,0,0.2001988733,0.706500000416667,1.385227418,6.710839273,0.64000000000000012,0,0.1,100,0
338,0,0,0.56975,1.330794702,5.8828086865,0.64000000000000012,0,0.1,100,1
339,0,0,0.544333333333333,1.344118216,6.20233594292857,0.64000000000000012,0,0.1,100,2
340,0,0.003996972205,0.5175,1.231398196,6.33569224021429,0.64000000000000012,0,0.1,100,3
341,0,0.0560225152,0.46525,1.203909132,5.692327621,0.64000000000000012,0,0.1,100,4
342,0.02263817609,0.0560225152,0.481125,1.201291328,5.76380102621429,0.64000000000000012,0,0.1,100,5
343,0.08698704303,0.003996972205,0.557874999583333,1.262078438,6.28601614478572,0.64000000000000012,0,0.1,100,6
344,0.2422191314,0.0560225152,0.755666669166667,1.261620142,6.33360796435714,0,0,0.3,300,7
345,0.396382246,0.4598068526,0.9445,1.245802902,5.77079391007143,0,0,0.3,300,8
346,0.5713639938,0.4598068526,0.720833333333333,1.295688662,5.50847513735714,0,0.41142857142857142,0.18,180,9
347,0.7188491086,0.3583494154,0.524083334166667,1.339367222,5.51926731357143,0,0.41142857142857142,0.18,180,10
348,0.7841377628,0.7432086672,0.629958334583333,1.178297808,5.27422972185714,0,0.41142857142857142,0.18,180,11
349,0.8083934591,0.7432086672,0.505875,1.300675984,5.37763628814286,0,0.41142857142857142,0.18,180,12
350,0.7834763838,0.8,0.59,1.233977606,5.31561922528571,0,0.41142857142857142,0.18,180,13
351,0.7011218303,0.8,0.58025,1.271533618,6.00566710807143,0,0.41142857142857142,0.18,180,14
352,0.5684618633,0.8,0.6438333325,1.254987744,6.12109077828571,0,0.41142857142857142,0.18,180,15
353,0.4045372646,0.8,0.636708332916666,1.189116346,5.44373382157143,0,0,0.3,300,16
354,0.19751304,0.8,0.740291666666667,1.234958376,5.06875569057143,0,0,0.3,300,17
355,0.03288200167,0.8,0.876875,1.074740598,5.0367678795,0,0,0.3,300,18
356,0.02992160519,0.8,0.897541666666667,1.06874693,4.86879628514286,0,0,0.3,300,19
357,0,0.603575805,1.01283333333333,0.948401854,4.27805955264286,0,0,0.18,180,20
358,0,0.7432086672,0.80924999875,0.894773042,3.71298819628571,0,0,0.18,180,21
359,0,0.603575805,0.928791664166667,0.971385578,3.38720890603571,0.64000000000000012,0,0.1,100,22
360,0,0.603575805,0.837708334166667,0.9932761,3.27077168992857,0.64000000000000012,0,0.1,100,23
361,0,0.3583494154,0.581166666666666,0.87960771,3.12993381614286,0.64000000000000012,0,0.1,100,0
362,0,0.09335127401,0.555291666666667,0.956543182,3.46507961492857,0.64000000000000012,0,0.1,100,1
363,0,0.003996972205,0.4851666675,0.938521878,3.38405040671429,0.64000000000000012,0,0.1,100,2
364,0,0.003996972205,0.458875000833333,0.909729634,3.45236647671429,0.64000000000000012,0,0.1,100,3
365,0,0.003996972205,0.440708333333334,0.911572444,3.39940968342857,0.64000000000000012,0,0.1,100,4
366,0.0220493979,0.003996972205,0.452083332916666,0.837810488,3.32880714278571,0.64000000000000012,0,0.1,100,5
367,0.1024332574,0.003996972205,0.5500416675,0.851303212,3.65393909628571,0.64000000000000012,0,0.1,100,6
368,0.2691616781,0,0.78883333375,0.807275176,3.22324305542857,0,0,0.3,300,7
369,0.4401256542,0,0.67333333,0.904175622,3.40006696478571,0,0,0.3,300,8
370,0.5963806198,0,0.72695833375,0.75514526,3.1547017515,0,0.41142857142857142,0.18,180,9
371,0.7240254636,0.003996972205,0.8226249975,0.799826786,2.95646611528571,0,0.41142857142857142,0.18,180,10
372,0.8013117365,0.02306791905,0.723750000416667,0.788844104,3.22330366585714,0,0.41142857142857142,0.18,180,11
373,0.8288050857,0.09335127401,0.695416666666666,0.770688144,2.97538449764286,0,0.41142857142857142,0.18,180,12
374,0.80154422,0.1409909184,0.665208333333333,0.759033326,3.36083578414286,0,0.41142857142857142,0.18,180,13
375,0.7186624051,0.1409909184,0.6186666675,0.885805812,3.21233783271429,0,0.41142857142857142,0.18,180,14
376,0.5760691968,0.1409909184,0.687125000833333,0.857257102,3.45671245078571,0,0.41142857142857142,0.18,180,15
377,0.4072951058,0.2001988733,0.929041669583333,0.79178472,3.45346238742857,0,0,0.3,300,16
378,0.1937707358,0.003996972205,0.933791664166666,0.794818244,3.44379685985714,0,0,0.3,300,17
379,0.06673935091,0,0.976875,0.841919638,2.995025073,0,0,0.3,300,18
380,0.03377724604,0,1.04216666583333,0.768519752,3.28024727357143,0,0,0.3,300,19
381,0,0,0.94112500125,0.72455554,2.8960521625,0,0,0.18,180,20
382,0,0,1.06787500125,0.739942846,3.04078075046429,0,0,0.18,180,21
383,0,0,1.04816666666667,0.636586694,3.19394370785714,0.64000000000000012,0,0.1,100,22
384,0,0,0.978791666666667,0.77216929,3.039611686,0.64000000000000012,0,0.1,100,23
385,0,0,0.831625,0.746703928,3.30656941771429,0.64000000000000012,0,0.1,100,0
386,0,0,0.754375005,0.777707156,3.24966142357143,0.64000000000000012,0,0.1,100,1
387,0,0,0.631333332916667,0.66410069,3.24301847264286,0.64000000000000012,0,0.1,100,2
388,0,0,0.47070833375,0.664186818,3.14645392542857,0.64000000000000012,0,0.1,100,3
389,0,0.003996972205,0.50225,0.695785102,2.86834872292857,0.64000000000000012,0,0.1,100,4
390,0.02035432946,0.0560225152,0.413541665416667,0.757909868,2.89525707078571,0.64000000000000012,0,0.1,100,5
391,0.09973209431,0.2001988733,0.481041666666667,0.816249084,3.81911946128571,0.64000000000000012,0,0.1,100,6
392,0.2678515952,0.4598068526,0.60783333375,0.834521046,5.116434306,0,0,0.3,300,7
393,0.4424497624,0.272232564,0.7237916625,0.90428301,5.63477546228571,0,0,0.3,300,8
394,0.6002353006,0.3583494154,0.8140000025,1.011818406,5.4190051645,0,0.41142857142857142,0.18,180,9
395,0.7229768619,0.0560225152,0.779916670833333,0.902777884,5.50383325185714,0,0.41142857142857142,0.18,180,10
396,0.7999683871,0.272232564,0.788250000416667,0.915287718,5.24997073185714,0,0.41142857142857142,0.18,180,11
397,0.8335484395,0.3583494154,0.6315,0.965889848,4.92998412642857,0,0.41142857142857142,0.18,180,12
398,0.8036202594,0.4598068526,0.547875005416667,1.095240732,5.38177143921429,0,0.41142857142857142,0.18,180,13
399,0.7196352509,0.8,0.529458334166666,1.120368084,5.3990134835,0,0.41142857142857142,0.18,180,14
400,0.5885850986,0.8,0.602,1.230998596,5.58259299685714,0,0.41142857142857142,0.18,180,15
401,0.4125526521,0.8,0.580708329583334,1.282298996,5.60041446814286,0,0,0.3,300,16
402,0.2185252719,0.8,0.615875,1.18676247,5.79753617692857,0,0,0.3,300,17
403,0.0637342981,0.603575805,0.772208333333333,1.428717018,5.54887628521429,0,0,0.3,300,18
404,0.02763355084,0.3583494154,0.986708334166667,1.617910332,6.3246419345,0,0,0.3,300,19
405,0,0.2001988733,0.8305,1.40201996,5.88916407178571,0,0,0.18,180,20
406,0,0.272232564,0.81412500125,1.464110544,6.56072053128572,0,0,0.18,180,21
407,0,0.4598068526,0.805,1.648057726,6.78661432764286,0.64000000000000012,0,0.1,100,22
408,0,0.4598068526,0.617375,1.315385968,6.641820035,0.64000000000000012,0,0.1,100,23
409,0,0.09335127401,0.573750000416667,1.541010274,5.85513017564286,0.64000000000000012,0,0.1,100,0
410,0,0.02306791905,0.430208335833334,1.437001938,7.02214007514286,0.64000000000000012,0,0.1,100,1
411,0,0,0.423875,1.250638828,6.39953420835714,0.64000000000000012,0,0.1,100,2
412,0,0,0.47175,1.43199981,6.4318878245,0.64000000000000012,0,0.1,100,3
413,0,0,0.4854166675,1.306607614,5.20454070203572,0.64000000000000012,0,0.1,100,4
414,0.0105777235,0,0.4036249975,1.266746578,6.07572440785714,0.64000000000000012,0,0.1,100,5
415,0.04635493199,0,0.42208333375,1.468289144,6.533409388,0.64000000000000012,0,0.1,100,6
416,0.1086865643,0,0.471916666666666,1.526931316,6.54293196957143,0,0,0.3,300,7
417,0.2405644683,0,0.65445833375,1.562973236,7.012676496,0,0,0.3,300,8
418,0.2596267312,0,0.763708333333333,1.460220192,6.69429608164286,0,0.41142857142857142,0.18,180,9
419,0.229467926,0.003996972205,0.762875,1.653284702,6.91661532342857,0,0.41142857142857142,0.18,180,10
420,0.1813839695,0.0560225152,0.887333334166666,1.4704613,6.75310829214286,0,0.41142857142857142,0.18,180,11
421,0.1519342117,0.09335127401,0.8545,1.603695812,6.65219155521429,0,0.41142857142857142,0.18,180,12
422,0.05150638205,0.2001988733,0.778749999166666,1.415582418,6.19672300964286,0,0.41142857142857142,0.18,180,13
423,0.04767260271,0.2001988733,0.69608333375,1.59921446,6.36182895878571,0,0.41142857142857142,0.18,180,14
424,0.03842988364,0.1409909184,0.739,1.561510524,6.61009490071429,0,0.41142857142857142,0.18,180,15
425,0.04916061748,0.09335127401,0.876791669583333,1.421475946,6.42537752164286,0,0,0.3,300,16
426,0.03831329996,0.02306791905,0.84841666625,1.355794564,6.75388266221429,0,0,0.3,300,17
427,0.01221948708,0.02306791905,0.988791669166667,1.29403354,7.06056946642857,0,0,0.3,300,18
428,0.00230266144,0,1.04766666916667,1.500933718,6.46904392714286,0,0,0.3,300,19
429,0,0,0.903875,1.309320416,5.92180906357143,0,0,0.18,180,20
430,0,0,0.984041666666667,1.415298024,6.78234463207143,0,0,0.18,180,21
431,0,0.603575805,0.924666666666667,1.42165139,6.82516754571429,0.64000000000000012,0,0.1,100,22
432,0,0.4598068526,0.757083332083334,1.631546696,6.10935164071429,0.64000000000000012,0,0.1,100,23
433,0,0.272232564,0.6550000025,1.530017528,7.00634726014286,0.64000000000000012,0,0.1,100,0
434,0,0.0560225152,0.464083333333333,1.453189928,6.2342270275,0.64000000000000012,0,0.1,100,1
435,0,0.0560225152,0.427041666666667,1.420841282,6.24200656271429,0.64000000000000012,0,0.1,100,2
436,0,0.003996972205,0.460083333333334,1.372125596,6.319617036,0.64000000000000012,0,0.1,100,3
437,0,0,0.445541665833333,1.42373057,5.81050320071429,0.64000000000000012,0,0.1,100,4
438,0.01274168632,0,0.422583333333334,1.397112296,5.88063583642857,0.64000000000000012,0,0.1,100,5
439,0.06690191209,0.0560225152,0.492416666666667,1.438346598,5.79252442407143,0.64000000000000012,0,0.1,100,6
440,0.2019078684,0.02306791905,0.688791669583334,1.463957226,6.12472839292857,0,0,0.3,300,7
441,0.25651617,0.02306791905,0.733708334166667,1.608718912,6.63636204592857,0,0,0.3,300,8
442,0.3668682215,0.003996972205,0.848291666666667,1.503654782,6.86928715421429,0,0.41142857142857142,0.18,180,9
443,0.579787691,0.2001988733,0.761833333333333,1.539641016,6.500926267,0,0.41142857142857142,0.18,180,10
444,0.6777214858,0.2001988733,0.6739999975,1.552702966,6.58694191085714,0,0.41142857142857142,0.18,180,11
445,0.591279307,0.603575805,0.675416667916666,1.71238292,6.83521791614286,0,0.41142857142857142,0.18,180,12
446,0.6399438913,0.3583494154,0.596458333333333,1.562467676,6.78318914178572,0,0.41142857142857142,0.18,180,13
447,0.606959404,0.8,0.502166667083333,1.51776263,6.15610206742857,0,0.41142857142857142,0.18,180,14
448,0.5902662356,0.8,0.567708333333333,1.454879112,6.71074621835714,0,0.41142857142857142,0.18,180,15
449,0.4145858168,0.8,0.63845833375,1.235836318,6.18409730757143,0,0,0.3,300,16
450,0.2043872077,0.272232564,0.633708334583333,1.432915772,6.22139839585714,0,0,0.3,300,17
451,0.06351520904,0.272232564,0.89183333375,1.366887872,6.68414022635714,0,0,0.3,300,18
452,0.01072765431,0.0560225152,0.691708334583334,1.376300642,6.85527896707143,0,0,0.3,300,19
453,0,0.003996972205,0.922166666666666,1.552152222,6.85661741157143,0,0,0.18,180,20
454,0,0,1.00425000416667,1.570172512,6.61793272085714,0,0,0.18,180,21
455,0,0.02306791905,1.037375,1.54334838,6.89229511985714,0.64000000000000012,0,0.1,100,22
456,0,0,0.751333333333333,1.440208218,7.02800459735714,0.64000000000000012,0,0.1,100,23
457,0,0,0.552208333333333,1.538407578,6.74668690057143,0.64000000000000012,0,0.1,100,0
458,0,0,0.498375,1.454012268,6.19564863642857,0.64000000000000012,0,0.1,100,1
459,0,0,0.492208333333334,1.437574406,6.29873595907143,0.64000000000000012,0,0.1,100,2
460,0,0,0.432041666666667,1.43935057,5.94941025085714,0.64000000000000012,0,0.1,100,3
461,0,0,0.417541666666667,1.334076248,5.87632510021429,0.64000000000000012,0,0.1,100,4
462,0.01810524005,0,0.401124999166667,1.369043744,5.944695274,0.64000000000000012,0,0.1,100,5
463,0.09788007665,0.003996972205,0.507375000416666,1.495260556,6.7492814685,0.64000000000000012,0,0.1,100,6
464,0.2609619553,0.09335127401,0.79308333375,1.476357982,7.05851814414286,0,0,0.3,300,7
465,0.4360074125,0.1409909184,0.864916666666667,1.536522418,7.00411569171429,0,0,0.3,300,8
466,0.5935383362,0.3583494154,0.852041666666667,1.488455718,7.10781235764286,0,0.41142857142857142,0.18,180,9
467,0.7197770217,0.603575805,0.753666664166667,1.497841584,7.18010537185714,0,0.41142857142857142,0.18,180,10
468,0.799171605,0.8,0.595416667083333,1.462377786,6.55972930207143,0,0.41142857142857142,0.18,180,11
469,0.8211306907,0.8,0.64675,1.574410502,6.64840510514286,0,0.41142857142857142,0.18,180,12
470,0.7943687787,0.8,0.61283333375,1.4931069,6.83485615957143,0,0.41142857142857142,0.18,180,13
471,0.711204395,0.8,0.61208333375,1.465016808,6.60501710314286,0,0.41142857142857142,0.18,180,14
472,0.5797610858,0.8,0.6059166675,1.319863922,6.27355740142857,0,0.41142857142857142,0.18,180,15
473,0.4123908294,0.8,0.658583333333333,1.327476928,6.50655026828572,0,0,0.3,300,16
474,0.2002370022,0.8,0.875208333333334,1.255330808,6.69650329614286,0,0,0.3,300,17
475,0.06522254597,0.8,0.958041666666666,1.392757242,6.93260426085714,0,0,0.3,300,18
476,0.02761842102,0.8,1.11025,1.40062408,6.47470431935714,0,0,0.3,300,19
477,0,0.8,1.32691666541667,1.411914468,6.41721150871429,0,0,0.18,180,20
478,0,0.8,0.897374999166667,1.598241428,6.68028296507143,0,0,0.18,180,21
479,0,0.8,0.999166667083334,1.536370914,7.07954145128572,0.64000000000000012,0,0.1,100,22
480,0,0.8,0.781833333333333,1.576449844,7.30671747485714,0.64000000000000012,0,0.1,100,23
481,0,0.8,0.61733333375,1.331136974,6.90483987685714,0.64000000000000012,0,0.1,100,0
482,0,0.8,0.526624999166666,1.355461616,6.30567764007143,0.64000000000000012,0,0.1,100,1
483,0,0.8,0.494458330833333,1.249185886,5.3454860245,0.64000000000000012,0,0.1,100,2
