hourly for 1 year,MW/1 MW installed capacity,MW/1 MW installed capacity,MW,MW,MW,MW,MW,NZD/kW,NZD/MW,time
no specific year,Area: 5313 m2,,Per 1000 houses,current electrical load,Fully-electrified load (case x),per 1000 homes,per 1000 homes,price,price,hr
time,solar,wind,residential_base,industrial_base,Industrial_2050,residential_evs,carpark_evs,grid_price_base_cnts,grid_price_base,hour
4332,0.2157201003,0.003996972205,0.645625000833333,1.447642926,7.51735808885714,0,0.41142857142857142,0.18,180,11
4333,0.4303275906,0,0.560833333333334,1.41929481,7.75487294035714,0,0.41142857142857142,0.18,180,12
4334,0.5259487682,0,0.52725,1.4657101,7.67046389285714,0,0.41142857142857142,0.18,180,13
4335,0.5094339729,0,0.5425416675,1.464229878,7.34257278328572,0,0.41142857142857142,0.18,180,14
4336,0.1379530612,0,0.525333333333334,1.40653972,5.55464219407143,0,0.41142857142857142,0.18,180,15
4337,0.0297849252,0,0.594916666666667,1.365445738,4.50541171085357,0,0,0.3,300,16
4338,0,0,0.745,1.34058448,6.09185277085714,0,0,0.3,300,17
4339,0,0,1.05433333333333,1.18421399,5.38683361285714,0,0,0.3,300,18
4340,0,0,1.36229166166667,1.218891612,5.60065276435714,0,0,0.3,300,19
4341,0,0,1.42437500291667,1.22724771,5.56718946428572,0,0,0.18,180,20
4342,0,0,1.35962499666667,1.391303954,6.01366683342857,0,0,0.18,180,21
4343,0,0,1.45070833458333,1.28268464,5.35228205921429,0.64000000000000012,0,0.1,100,22
4344,0,0,1.142625,1.02887575,5.24142408778571,0.64000000000000012,0,0.1,100,23
4345,0,0.3583494154,0.890083333333334,1.108197348,5.21874268364286,0.64000000000000012,0,0.1,100,0
4346,0,0.4598068526,0.64958333375,1.213164228,5.53143976589286,0.64000000000000012,0,0.1,100,1
4347,0,0.272232564,0.515291665833334,1.094588776,5.25073193003571,0.64000000000000012,0,0.1,100,2
4348,0,0.4598068526,0.548208333333333,1.189357488,5.86179629507143,0.64000000000000012,0,0.1,100,3
4349,0,0.8,0.566083332083333,1.059566534,5.74606766342857,0.64000000000000012,0,0.1,100,4
4350,0,0.8,0.400875,0.943848592,5.57226596342857,0.64000000000000012,0,0.1,100,5
4351,0,0.603575805,0.390208333333333,0.998498604,5.54014500564286,0.64000000000000012,0,0.1,100,6
4352,0,0.4598068526,0.603083333333333,1.130417642,5.31472154792857,0,0,0.3,300,7
4353,0.01536309784,0.603575805,1.23912500416667,1.092049182,5.29035154207143,0,0,0.3,300,8
4354,0.05337965004,0.7432086672,1.36316666583333,0.84179407,4.43761739928572,0,0.41142857142857142,0.18,180,9
4355,0.04471093411,0.8,0.999583333333334,1.120565478,4.54970454042857,0,0.41142857142857142,0.18,180,10
4356,0.05324496536,0.8,0.716958333333333,0.969729384,3.78705324514286,0,0.41142857142857142,0.18,180,11
4357,0.1087177506,0.8,0.6185,1.113889758,3.97294464428571,0,0.41142857142857142,0.18,180,12
4358,0.1534989751,0.8,0.657166666666667,0.71443826,3.36483802057143,0,0.41142857142857142,0.18,180,13
4359,0.3653546281,0.8,0.592625000416667,0.805820428,3.46581352771429,0,0.41142857142857142,0.18,180,14
4360,0.1571950347,0.8,0.528666669166667,0.66384959,3.17008740257214,0,0.41142857142857142,0.18,180,15
4361,0.02598143186,0.7432086672,0.687791666666666,0.685305964,3.19466161142929,0,0,0.3,300,16
4362,0,0.272232564,0.906041664166667,0.726352836,3.25201716014357,0,0,0.3,300,17
4363,0,0.2001988733,0.975041665833333,0.749675992,3.33481901857214,0,0,0.3,300,18
4364,0,0.3583494154,1.28649999958333,0.753609872,3.25744934957214,0,0,0.3,300,19
4365,0,0.09335127401,1.5530000025,0.917410148,3.55339787185786,0,0,0.18,180,20
4366,0,0.1409909184,1.53470833208333,0.823935948,3.44385482885786,0,0,0.18,180,21
4367,0,0.0560225152,1.56333333333333,0.747067828,3.38185638457214,0.64000000000000012,0,0.1,100,22
4368,0,0.02306791905,1.14524999916667,0.810705426,3.500415848715,0.64000000000000012,0,0.1,100,23
4369,0,0.003996972205,0.931250000416667,0.760027184,3.33125986885786,0.64000000000000012,0,0.1,100,0
4370,0,0.003996972205,0.876791666666667,0.720762034,3.38001360500071,0.64000000000000012,0,0.1,100,1
4371,0,0.003996972205,0.71049999875,0.876361034,3.46989823242929,0.64000000000000012,0,0.1,100,2
4372,0,0.02306791905,0.433166666666666,0.71946075,3.49119422200071,0.64000000000000012,0,0.1,100,3
4373,0,0.003996972205,0.476125,0.638089312,3.13281511742929,0.64000000000000012,0,0.1,100,4
4374,0,0,0.324,0.74387558,3.25083289285786,0.64000000000000012,0,0.1,100,5
4375,0,0,0.411916666666667,0.5939365,3.30667093657214,0.64000000000000012,0,0.1,100,6
4376,0.002293720582,0,0.669458333333333,0.41284757,3.05029632285714,0,0,0.3,300,7
4377,0.02152396177,0,1.25925,0.440067042,3.01707775842857,0,0,0.3,300,8
4378,0.06903984535,0,1.1033749975,0.538213316,3.00969730228571,0,0.41142857142857142,0.18,180,9
4379,0.1729723265,0,0.893125005,0.699934682,2.55360763014286,0,0.41142857142857142,0.18,180,10
4380,0.2521266013,0,1.03525,0.68544045,1.506652305285,0,0.41142857142857142,0.18,180,11
4381,0.2943918053,0,0.866166666666667,0.42826392,0.904923180996429,0,0.41142857142857142,0.18,180,12
4382,0.5176403252,0,0.751833333333333,0.40058064,0.753703631682143,0,0.41142857142857142,0.18,180,13
4383,0.4364038173,0.02306791905,0.665375,0.41367332,0.937528550285714,0,0.41142857142857142,0.18,180,14
4384,0.1657642555,0.0560225152,0.6505833325,0.2982492,0.832701159642857,0,0.41142857142857142,0.18,180,15
4385,0.03976409747,0,0.63208333375,0.45145396,0.455770962597143,0,0,0.3,300,16
4386,0,0,0.866791665833333,0.30642032,0.313157685549286,0,0,0.3,300,17
4387,0,0,1.059125,0.26792236,0.275139392506429,0,0,0.3,300,18
4388,0,0,1.6990000025,0.3724048,0.38204219546,0,0,0.3,300,19
4389,0,0,1.72454166791667,0.29154168,0.303599438413571,0,0,0.18,180,20
4390,0,0,1.67066666666667,0.36774916,0.382227281366429,0,0,0.18,180,21
4391,0,0,1.459375,0.27826672,0.292984674845,0.64000000000000012,0,0.1,100,22
4392,0,0,1.33516666541667,0.39409712,0.403472653805,0.64000000000000012,0,0.1,100,23
4393,0,0,1.02650000125,0.29171776,0.38744325168,0.64000000000000012,0,0.1,100,0
4394,0,0,0.772291667083333,0.36205876,0.379175049622143,0.64000000000000012,0,0.1,100,1
4395,0,0,0.667499999583333,0.26344016,0.289518401007143,0.64000000000000012,0,0.1,100,2
4396,0,0,0.620166666666667,0.42575264,0.440906205445714,0.64000000000000012,0,0.1,100,3
4397,0,0,0.55533333375,0.3253746,0.341487499355714,0.64000000000000012,0,0.1,100,4
4398,0,0,0.4254583325,0.39151148,0.406643017265,0.64000000000000012,0,0.1,100,5
4399,0,0,0.445875,0.27851016,0.56023654959,0.64000000000000012,0,0.1,100,6
4400,0,0,0.77175,0.32015896,0.338910027607143,0,0,0.3,300,7
4401,0.02542015212,0,1.244375,0.16685608,0.31271172145,0,0,0.3,300,8
4402,0.1017113853,0,1.53787500166667,0.35292632,0.522789813881428,0,0.41142857142857142,0.18,180,9
4403,0.3073215191,0,0.848791670416667,0.23233852,0.430331091791429,0,0.41142857142857142,0.18,180,10
4404,0.4428318955,0,0.835833333333333,0.3378912,0.356358377772857,0,0.41142857142857142,0.18,180,11
4405,0.5584833854,0,0.723208333333333,0.08930472,0.382129534097143,0,0.41142857142857142,0.18,180,12
4406,0.5833545411,0,0.741208335,0.18581436,0.209841764114286,0,0.41142857142857142,0.18,180,13
4407,0.5537611202,0,0.621625,0.10302772,0.122192370025,0,0.41142857142857142,0.18,180,14
4408,0.1581379051,0,0.605666666666667,0.258202,0.291671022456429,0,0.41142857142857142,0.18,180,15
4409,0.04205536617,0.003996972205,0.608041667083334,0.34796012,0.376566388366429,0,0,0.3,300,16
4410,0,0,0.642041666666667,0.09985608,0.139125162272857,0,0,0.3,300,17
4411,0,0,1.24983333583333,0.18651148,0.218737278707857,0,0,0.3,300,18
4412,0,0,1.288625,0.10750752,0.142633348617857,0,0,0.3,300,19
4413,0,0,1.26066666666667,0.18778188,0.217805121057143,0,0,0.18,180,20
4414,0,0,1.142208335,0.29057644,0.395305462931429,0,0,0.18,180,21
4415,0,0,1.28670833333333,0.3583372,0.39998258887,0.64000000000000012,0,0.1,100,22
4416,0,0,1.04120833708333,0.22547768,0.335766929272857,0.64000000000000012,0,0.1,100,23
4417,0,0,0.99225,0.25582096,0.376773023182857,0.64000000000000012,0,0.1,100,0
4418,0,0,0.854333333333334,0.26857644,0.423479669057143,0.64000000000000012,0,0.1,100,1
4419,0,0,0.506625,0.30051148,0.436727249524286,0.64000000000000012,0,0.1,100,2
4420,0,0,0.473666666666667,0.3089588,0.481066431398571,0.64000000000000012,0,0.1,100,3
4421,0,0,0.557666666666667,0.31271824,0.347995789379286,0.64000000000000012,0,0.1,100,4
4422,0,0,0.455791666666667,0.27771692,0.39328250578,0.64000000000000012,0,0.1,100,5
4423,0,0,0.481458333333333,0.30143992,0.336455607725714,0.64000000000000012,0,0.1,100,6
4424,0,0,0.610208332083333,0.15713044,0.162384748327857,0,0,0.3,300,7
4425,0.02157082275,0,0.659791666666666,0.2122358,0.215571440507857,0,0,0.3,300,8
4426,0.0778297285,0,1.03566666666667,0.13885608,0.140273052686571,0,0.41142857142857142,0.18,180,9
4427,0.3364490102,0,1.58929166666667,0.24130076,0.241038898343857,0,0.41142857142857142,0.18,180,10
4428,0.1084584861,0.003996972205,1.55816666416667,0.2815774,0.294026712655,0,0.41142857142857142,0.18,180,11
4429,0.1677710216,0.003996972205,1.312,0.15433324,0.153351877911143,0,0.41142857142857142,0.18,180,12
4430,0.2710726175,0.02306791905,1.093125,0.09375036,0.0927689979111429,0,0.41142857142857142,0.18,180,13
4431,0.2549562538,0.0560225152,0.90799999875,0.19691408,0.195932717911143,0,0.41142857142857142,0.18,180,14
4432,0.155949554,0.003996972205,0.970875000416666,0.22240048,0.221419117911143,0,0.41142857142857142,0.18,180,15
4433,0.03293064683,0,0.88195833,0.217584,0.216842471388429,0,0,0.3,300,16
4434,0,0,1.0540833325,0.2108404,0.210098871388429,0,0,0.3,300,17
4435,0,0.003996972205,1.34362500083333,0.17451472,0.173773191388429,0,0,0.3,300,18
4436,0,0.02306791905,1.634625,0.05173696,0.0509954313884286,0,0,0.3,300,19
4437,0,0.0560225152,1.22683333333333,0.151841,0.151099471388429,0,0,0.18,180,20
4438,0,0.003996972205,1.11070833333333,0.05494504,0.0542035113884286,0,0,0.18,180,21
4439,0,0.003996972205,1.085,0.20304908,0.202307551388429,0.64000000000000012,0,0.1,100,22
4440,0,0,1.13583333416667,0.14657984,0.146078144866143,0.64000000000000012,0,0.1,100,23
4441,0,0.003996972205,0.692958333333333,0.05157852,0.0510768248661429,0.64000000000000012,0,0.1,100,0
4442,0,0,0.542375000833334,0.08450828,0.0840065848661429,0.64000000000000012,0,0.1,100,1
4443,0,0.02306791905,0.363208333333333,0.15850696,0.158005264866143,0.64000000000000012,0,0.1,100,2
4444,0,0,0.483541666666667,0.21643672,0.215935024866143,0.64000000000000012,0,0.1,100,3
4445,0,0,0.5607083325,0.2154354,0.214933704866143,0.64000000000000012,0,0.1,100,4
4446,0,0.003996972205,0.390458333333333,0.1862266,0.185724904866143,0.64000000000000012,0,0.1,100,5
4447,0,0.02306791905,0.4135,0.09222528,0.0917235848661429,0.64000000000000012,0,0.1,100,6
4448,0,0.003996972205,0.519166666666666,0.13215504,0.131653344866143,0,0,0.3,300,7
4449,0.01073321886,0.003996972205,0.609749999166666,0.1410848,0.140583104866143,0,0,0.3,300,8
4450,0.0362014241,0,0.841208333333334,0.20308348,0.202581784866143,0,0.41142857142857142,0.18,180,9
4451,0.05560017642,0,1.1335,0.17901324,0.178511544866143,0,0.41142857142857142,0.18,180,10
4452,0.05793287903,0.003996972205,1.16383333333333,0.05528832,0.0547866248661429,0,0.41142857142857142,0.18,180,11
4453,0.0713470193,0.003996972205,0.949791665833333,0.06184004,0.0613383448661429,0,0.41142857142857142,0.18,180,12
4454,0.06300407282,0.003996972205,1.03554166416667,0.05725356,0.0565120313884286,0,0.41142857142857142,0.18,180,13
4455,0.03663589768,0,1.36316666666667,0.0638742,0.0628928379111429,0,0.41142857142857142,0.18,180,14
4456,0.01783755181,0,1.00741666416667,0.061357,0.0603756379111429,0,0.41142857142857142,0.18,180,15
4457,0.004585673587,0,1.01304166666667,0.15483944,0.153858077911143,0,0,0.3,300,16
4458,0,0,0.858166666666667,0.05832188,0.0573405179111429,0,0,0.3,300,17
4459,0,0.003996972205,1.18187500041667,0.05866648,0.0576851179111429,0,0,0.3,300,18
4460,0,0.09335127401,1.686,0.06814892,0.0671675579111429,0,0,0.3,300,19
4461,0,0.09335127401,1.46091666666667,0.07756244,0.0765810779111429,0,0,0.18,180,20
4462,0,0.1409909184,1.53983333333333,0.06704488,0.0660635179111429,0,0,0.18,180,21
4463,0,0.02306791905,1.34708333583333,0.06752732,0.0665459579111429,0.64000000000000012,0,0.1,100,22
4464,0,0.0560225152,1.20874999833333,0.16694084,0.166199311388429,0.64000000000000012,0,0.1,100,23
4465,0,0.09335127401,0.8846666675,0.08042328,0.0796817513884286,0.64000000000000012,0,0.1,100,0
4466,0,0.0560225152,0.643583334583333,0.07504428,0.0762434473877143,0.64000000000000012,0,0.1,100,1
4467,0,0.0560225152,0.551583330833333,0.0754578,0.0766569673877143,0.64000000000000012,0,0.1,100,2
4468,0,0.09335127401,0.458291666666667,0.07394024,0.0751394073877143,0.64000000000000012,0,0.1,100,3
4469,0,0.1409909184,0.640833333333333,0.17035376,0.171552927387714,0.64000000000000012,0,0.1,100,4
4470,0,0.09335127401,0.449291666666666,0.0818362,0.0832752008654286,0.64000000000000012,0,0.1,100,5
4471,0,0.272232564,0.3798333325,0.08631864,0.0879974743431429,0.64000000000000012,0,0.1,100,6
4472,0.002295504867,0.272232564,0.489875,0.18173216,0.183410994343143,0,0,0.3,300,7
4473,0.04735618374,0.272232564,1.03683333375,0.10028388,0.101962714343143,0,0,0.3,300,8
4474,0.1706883751,0.603575805,1.0375,0.09476632,0.0962053208654286,0,0.41142857142857142,0.18,180,9
4475,0.1974587082,0.8,1.03354166666667,0.08417984,0.08417984,0,0.41142857142857142,0.18,180,10
4476,0.2203098769,0.7432086672,1.10483333333333,0.08466228,0.08466228,0,0.41142857142857142,0.18,180,11
4477,0.1203374429,0.272232564,1.01529166208333,0.1000758,0.1000758,0,0.41142857142857142,0.18,180,12
4478,0.0943937617,0.272232564,0.83299999875,0.10255824,0.10255824,0,0.41142857142857142,0.18,180,13
4479,0.06609073225,0.2001988733,0.779833333333333,0.08704068,0.08704068,0,0.41142857142857142,0.18,180,14
4480,0.1379644952,0.1409909184,0.597166666666667,0.0774542,0.0774542,0,0.41142857142857142,0.18,180,15
4481,0.02142551328,0.09335127401,0.641416666666667,0.17593664,0.17593664,0,0,0.3,300,16
4482,0,0.003996972205,0.761416666666667,0.18948908,0.191647581298143,0,0,0.3,300,17
4483,0,0,1.225,0.08397152,0.0861300212981429,0,0,0.3,300,18
4484,0,0.02306791905,1.74799999875,0.18245396,0.184372627820429,0,0,0.3,300,19
4485,0,0,1.39679166666667,0.08686748,0.0887861478204286,0,0,0.18,180,20
4486,0,0,1.25375,0.17134992,0.173508421298143,0,0,0.18,180,21
4487,0,0.09335127401,1.17816666541667,0.17483236,0.176990861298143,0.64000000000000012,0,0.1,100,22
4488,0,0.0560225152,1.06887499875,0.08824588,0.0904043812981429,0.64000000000000012,0,0.1,100,23
4489,0,0,0.83950000125,0.09172832,0.0936469878204286,0.64000000000000012,0,0.1,100,0
4490,0,0,0.659041666666666,0.16207292,0.163991587820429,0.64000000000000012,0,0.1,100,1
4491,0,0,0.507791666666667,0.08662428,0.0885429478204286,0.64000000000000012,0,0.1,100,2
4492,0,0,0.529416668333333,0.12517564,0.127094307820429,0.64000000000000012,0,0.1,100,3
4493,0,0,0.532375,0.09365844,0.0955771078204286,0.64000000000000012,0,0.1,100,4
4494,0,0.003996972205,0.369375,0.18727908,0.189437581298143,0.64000000000000012,0,0.1,100,5
4495,0,0,0.48212499875,0.09976152,0.101920021298143,0.64000000000000012,0,0.1,100,6
4496,0,0,0.625916665833334,0.10824396,0.110402461298143,0,0,0.3,300,7
4497,0.008436248293,0,0.936833332083333,0.1177264,0.119884901298143,0,0,0.3,300,8
4498,0.01226660134,0.003996972205,0.932625,0.10713992,0.109298421298143,0,0.41142857142857142,0.18,180,9
4499,0.01456495022,0.02306791905,0.77725,0.10962236,0.111780861298143,0,0.41142857142857142,0.18,180,10
4500,0.0299737988,0,1.15525000125,0.10103552,0.102714354343143,0,0.41142857142857142,0.18,180,11
4501,0.01918094475,0,0.837166665416666,0.09038048,0.0922991478204286,0,0.41142857142857142,0.18,180,12
4502,0.04331540114,0.2001988733,0.760083333333333,0.06386256,0.0713634823395714,0,0.41142857142857142,0.18,180,13
4503,0.02792212872,0.003996972205,0.711666667916666,0.0382068,0.0495891143395714,0,0.41142857142857142,0.18,180,14
4504,0.02032966292,0,1.00149999958333,0.07668924,0.0783680743431429,0,0.41142857142857142,0.18,180,15
4505,0.01759253212,0,0.979958332916666,0.0731024,0.0866652438168572,0,0,0.3,300,16
4506,0,0.003996972205,0.879874995833333,0.04951592,0.0608982343395714,0,0,0.3,300,17
4507,0,0.003996972205,1.19141666666667,0.02199836,0.0314399783395714,0,0,0.3,300,18
4508,0,0.003996972205,1.3155,0.0174808,0.0252215558168571,0,0,0.3,300,19
4509,0,0,1.27425,0.0418254,0.0476254598204286,0,0,0.18,180,20
4510,0,0,1.37349999875,0.06330784,0.0671672038197143,0,0,0.18,180,21
4511,0,0,1.44220833583333,0.06672136,0.0686400278204286,0.64000000000000012,0,0.1,100,22
4512,0,0,1.338875,0.0692038,0.0711224678204286,0.64000000000000012,0,0.1,100,23
4513,0,0,0.9812083325,0.02768624,0.0296049078204286,0.64000000000000012,0,0.1,100,0
4514,0,0,0.636916666666667,0.06609976,0.0677785943431429,0.64000000000000012,0,0.1,100,1
4515,0,0,0.56275,0.0205822,0.0222610343431429,0.64000000000000012,0,0.1,100,2
4516,0,0.003996972205,0.491333333333333,0.04206464,0.0437434743431429,0.64000000000000012,0,0.1,100,3
4517,0,0.003996972205,0.5365,0.02447816,0.0261569943431429,0.64000000000000012,0,0.1,100,4
4518,0,0,0.548875,0.0219606,0.0236394343431429,0.64000000000000012,0,0.1,100,5
4519,0,0,0.50045833,0.01937412,0.0210529543431429,0.64000000000000012,0,0.1,100,6
4520,0.002292147125,0,0.695291667083334,0.01185656,0.0135353943431429,0,0,0.3,300,7
4521,0.0277167164,0,0.949624999583333,0.021339,0.0230178343431429,0,0,0.3,300,8
4522,0.09116754526,0,0.936208333333333,0.02175252,0.0251322168647143,0,0.41142857142857142,0.18,180,9
4523,0.2899774339,0,0.975916667916666,0.03323496,0.0385553528654286,0,0.41142857142857142,0.18,180,10
4524,0.4591604193,0,1.05679166416667,0.05164848,0.0530874808654286,0,0.41142857142857142,0.18,180,11
4525,0.5640646263,0,0.800666665833333,0.04013092,0.0415699208654286,0,0.41142857142857142,0.18,180,12
4526,0.5710203032,0,0.985166666666666,0.07761336,0.0790523608654286,0,0.41142857142857142,0.18,180,13
4527,0.568779769,0,0.819625000416667,0.03202688,0.0337057143431429,0,0.41142857142857142,0.18,180,14
4528,0.1874965806,0,0.88075,0.03650896,0.0379479608654286,0,0.41142857142857142,0.18,180,15
4529,0.04358892467,0,1.00604166666667,0.0399914,0.0411905673877143,0,0,0.3,300,16
4530,0,0,0.936541666666666,0.082336,0.0835351673877143,0,0,0.3,300,17
4531,0,0,1.15216666666667,0.03774952,0.0389486873877143,0,0,0.3,300,18
4532,0,0,1.55641666666667,0.03923196,0.0404311273877143,0,0,0.3,300,19
4533,0,0,1.71716666666667,0.0397144,0.0409135673877143,0,0,0.18,180,20
4534,0,0,1.88816666791667,0.04419684,0.0453960073877143,0,0,0.18,180,21
4535,0,0.003996972205,1.83016666125,0.04561036,0.0468095273877143,0.64000000000000012,0,0.1,100,22
4536,0,0.02306791905,1.65020833333333,0.04916208,0.0508409143431429,0.64000000000000012,0,0.1,100,23
4537,0,0.0560225152,1.20104165833333,0.0375756,0.0392544343431429,0.64000000000000012,0,0.1,100,0
4538,0,0.0560225152,0.869125,0.04305804,0.0447368743431429,0.64000000000000012,0,0.1,100,1
4539,0,0,0.632833333333333,0.04454048,0.0462193143431429,0.64000000000000012,0,0.1,100,2
4540,0,0,0.592333333333333,0.048954,0.0506328343431429,0.64000000000000012,0,0.1,100,3
4541,0,0,0.693583333333334,0.04843644,0.0501152743431429,0.64000000000000012,0,0.1,100,4
4542,0,0.02306791905,0.61975,0.04691888,0.0485977143431429,0.64000000000000012,0,0.1,100,5
4543,0,0.02306791905,0.669208333333333,0.0663324,0.0680112343431429,0.64000000000000012,0,0.1,100,6
4544,0.002292078121,0.003996972205,0.757333333333333,0.03781484,0.0394936743431429,0,0,0.3,300,7
4545,0.0191926598,0,1.3985,0.06622836,0.0679071943431429,0,0,0.3,300,8
4546,0.1235705347,0,1.14270833083333,0.0517108,0.0531498008654286,0,0.41142857142857142,0.18,180,9
4547,0.3358114893,0,0.974291667083334,0.05319324,0.0546322408654286,0,0.41142857142857142,0.18,180,10
4548,0.4672366768,0,0.953875,0.05560676,0.0570457608654286,0,0.41142857142857142,0.18,180,11
4549,0.5412159094,0.0560225152,0.859291666666667,0.0570892,0.0585282008654286,0,0.41142857142857142,0.18,180,12
4550,0.5953737535,0.0560225152,0.655958333333333,0.05864056,0.0603193943431429,0,0.41142857142857142,0.18,180,13
4551,0.2677930261,0.02306791905,0.798749998333333,0.05905408,0.0604930808654286,0,0.41142857142857142,0.18,180,14
4552,0.1727626727,0.02306791905,0.762583333333334,0.06253652,0.0639755208654286,0,0.41142857142857142,0.18,180,15
4553,0.04204765362,0,0.594791666666667,0.05545004,0.0568890408654286,0,0,0.3,300,16
4554,0,0,0.7035,0.04801896,0.0494579608654286,0,0,0.3,300,17
4555,0,0,1.14754166916667,0.04463888,0.0460778808654286,0,0,0.3,300,18
4556,0,0,1.22054166583333,0.05825952,0.0596985208654286,0,0,0.3,300,19
4557,0,0,1.19708333083333,0.05274196,0.0549004612981429,0,0,0.18,180,20
4558,0,0,1.3647083325,0.05615548,0.0590334817308571,0,0,0.18,180,21
4559,0,0,1.65204166666667,0.07170684,0.0755441756412857,0.64000000000000012,0,0.1,100,22
4560,0,0,1.5382916625,0.09818928,0.102506282597143,0.64000000000000012,0,0.1,100,23
4561,0,0,1.19095833333333,0.10167208,0.10646874955,0.64000000000000012,0,0.1,100,0
4562,0,0,0.8748750025,0.04815452,0.0536706899857143,0.64000000000000012,0,0.1,100,1
4563,0,0,0.8055,0.06563696,0.0716327969385714,0.64000000000000012,0,0.1,100,2
4564,0,0,0.656666666666667,0.05405084,0.0605263438957143,0.64000000000000012,0,0.1,100,3
4565,0,0,0.765416666666666,0.05746436,0.0644195308485714,0.64000000000000012,0,0.1,100,4
4566,0,0,0.74725,0.08180896,0.0894836312842857,0.64000000000000012,0,0.1,100,5
4567,0,0,0.777708333333333,0.1152914,0.123685571715714,0.64000000000000012,0,0.1,100,6
4568,0.00228862936,0,0.994,0.10277384,0.111407845194286,0,0,0.3,300,7
4569,0.05194650538,0,1.30266666666667,0.07018736,0.0793010321471429,0,0,0.3,300,8
4570,0.1129895462,0,1.33274999916667,0.0666698,0.0765029725785714,0,0.41142857142857142,0.18,180,9
4571,0.2832130773,0,1.09920833583333,0.06915224,0.0794650795357143,0,0.41142857142857142,0.18,180,10
4572,0.1817625425,0,1.20854166666667,0.1124272,0.123699373445714,0,0.41142857142857142,0.18,180,11
4573,0.2070282892,0.1409909184,1.00795833333333,0.11190964,0.123421646924286,0,0.41142857142857142,0.18,180,12
4574,0.5880039594,0.1409909184,0.977041664583334,0.10832316,0.120314833877143,0,0.41142857142857142,0.18,180,13
4575,0.4378176659,0.09335127401,0.948999999166667,0.0618056,0.0745167743128571,0,0.41142857142857142,0.18,180,14
4576,0.1428104491,0.1409909184,0.682333333333334,0.06028804,0.0737187147442857,0,0.41142857142857142,0.18,180,15
4577,0.0482208401,0.09335127401,0.645958333333333,0.06270156,0.0768517351757143,0,0,0.3,300,16
4578,0,0.003996972205,0.742333333333334,0.08625292,0.100882762132857,0,0,0.3,300,17
4579,0,0.003996972205,1.03554166916667,0.11466644,0.129775949085714,0,0,0.3,300,18
4580,0,0,1.30591666666667,0.06728744,0.0831164495214286,0,0,0.3,300,19
4581,0,0.003996972205,1.40795833333333,0.06876988,0.0853183899528572,0,0,0.18,180,20
4582,0,0.003996972205,1.27837500166667,0.0601834,0.0772115769057143,0,0,0.18,180,21
4583,0,0,1.38929166666667,0.05366584,0.0714135173414286,0.64000000000000012,0,0.1,100,22
4584,0,0.003996972205,1.42858333333333,0.05921756,0.0774449042942857,0.64000000000000012,0,0.1,100,23
4585,0,0.003996972205,1.26499999916667,0.05863108,0.0778177582042857,0.64000000000000012,0,0.1,100,0
4586,0,0,0.917,0.06311352,0.0827798651614286,0.64000000000000012,0,0.1,100,1
4587,0,0.003996972205,0.6779583325,0.06359632,0.0837423321142857,0.64000000000000012,0,0.1,100,2
4588,0,0.003996972205,0.552541666666667,0.06507876,0.08594427255,0.64000000000000012,0,0.1,100,3
4589,0,0.003996972205,0.59275,0.05863048,0.0797358260242857,0.64000000000000012,0,0.1,100,4
4590,0,0.003996972205,0.501041666666667,0.06311328,0.0851779599342857,0.64000000000000012,0,0.1,100,5
4591,0,0.02306791905,0.570083333333333,0.06859572,0.0911400668914286,0.64000000000000012,0,0.1,100,6
4592,0.002293895726,0,0.86875000125,0.06614708,0.0891710938485714,0,0,0.3,300,7
4593,0.03868004519,0,1.05262500666667,0.06269916,0.08644267428,0,0,0.3,300,8
4594,0.1353741077,0,1.5549999975,0.0731816,0.0974047812328572,0,0.41142857142857142,0.18,180,9
4595,0.3098190991,0,1.57912499791667,0.06680296,0.09150580819,0,0.41142857142857142,0.18,180,10
4596,0.2032857318,0,1.47675,0.07514684,0.100329355142857,0,0.41142857142857142,0.18,180,11
4597,0.1176682166,0.1409909184,1.21270833583333,0.17856,0.203982348621429,0,0.41142857142857142,0.18,180,12
4598,0.2421051546,0.0560225152,1.36729166666667,0.07390424,0.100046089057143,0,0.41142857142857142,0.18,180,13
4599,0.3998080702,0.1409909184,1.08941666541667,0.0773174,0.10393891601,0,0.41142857142857142,0.18,180,14
4600,0.3155770566,0.02306791905,0.9745000025,0.07459236,0.101453709488571,0,0.41142857142857142,0.18,180,15
4601,0.02525690925,0,0.94512500125,0.17600552,0.20358636992,0,0,0.3,300,16
4602,0,0.0560225152,0.841458333333333,0.17141868,0.199239363398571,0,0,0.3,300,17
4603,0,0.09335127401,1.3949166675,0.07376292,0.10230310383,0,0,0.3,300,18
4604,0,0.02306791905,1.81862500416666,0.10924536,0.138505044261429,0,0,0.3,300,19
4605,0,0.003996972205,1.66637500125,0.0867278,0.116467151218571,0,0,0.18,180,20
4606,0,0.0560225152,1.94662500375,0.07614132,0.106840005128571,0,0,0.18,180,21
4607,0,0.09335127401,2.11779166416667,0.18062376,0.211802112085714,0.64000000000000012,0,0.1,100,22
4608,0,0.02306791905,2.07041666125,0.07903728,0.111174965995714,0.64000000000000012,0,0.1,100,23
4609,0,0.02306791905,1.52716666333333,0.07751972,0.110137072948571,0.64000000000000012,0,0.1,100,0
4610,0,0,1.00754166666667,0.07993288,0.113029899905714,0.64000000000000012,0,0.1,100,1
4611,0,0,0.649583332083334,0.18841568,0.222232200337143,0.64000000000000012,0,0.1,100,2
